"risk_free_rate","date","market_excess","portfolio","average_return"
0.09,01/03/1948,8.07,"ME2BM5",13.0369
0.08,01/04/1948,3.65,"ME2BM5",5.3897
0.08,01/05/1948,7.3,"ME2BM5",7.7016
0.09,01/06/1948,-0.1,"ME2BM5",4.0177
0.08,01/07/1948,-5.09,"ME2BM5",-3.665
0.09,01/08/1948,0.25,"ME2BM5",-0.1325
0.04,01/09/1948,-2.97,"ME2BM5",-5.6837
0.04,01/10/1948,5.96,"ME2BM5",7.4488
0.04,01/11/1948,-9.3,"ME2BM5",-12.99
0.04,01/12/1948,3.26,"ME2BM5",0.4455
0.1,01/01/1949,0.23,"ME2BM5",2.4632
0.09,01/02/1949,-2.93,"ME2BM5",-6.5354
0.1,01/03/1949,4.04,"ME2BM5",7.5685
0.09,01/04/1949,-1.87,"ME2BM5",-3.4435
0.1,01/05/1949,-2.94,"ME2BM5",-6.7068
0.1,01/06/1949,0.1,"ME2BM5",-1.8471
0.09,01/07/1949,5.54,"ME2BM5",4.9205
0.09,01/08/1949,2.6,"ME2BM5",1.24
0.09,01/09/1949,3.09,"ME2BM5",5.3599
0.09,01/10/1949,3.14,"ME2BM5",2.2013
0.08,01/11/1949,1.82,"ME2BM5",1.0396
0.09,01/12/1949,5.13,"ME2BM5",8.7761
0.09,01/01/1950,1.7,"ME2BM5",4.749
0.09,01/02/1950,1.48,"ME2BM5",0.5789
0.1,01/03/1950,1.26,"ME2BM5",-1.3208
0.09,01/04/1950,3.94,"ME2BM5",7.4117
0.1,01/05/1950,4.31,"ME2BM5",2.8705
0.1,01/06/1950,-5.94,"ME2BM5",-9.555
0.1,01/07/1950,1.36,"ME2BM5",14.308
0.1,01/08/1950,4.85,"ME2BM5",2.1122
0.1,01/09/1950,4.81,"ME2BM5",6.2099
0.12,01/10/1950,-0.18,"ME2BM5",1.1482
0.11,01/11/1950,2.76,"ME2BM5",8.3205
0.11,01/12/1950,5.54,"ME2BM5",14.4057
0.13,01/01/1951,5.7,"ME2BM5",9.8084
0.1,01/02/1951,1.41,"ME2BM5",0.8155
0.11,01/03/1951,-2.15,"ME2BM5",-5.1335
0.13,01/04/1951,4.86,"ME2BM5",5.0802
0.12,01/05/1951,-2.34,"ME2BM5",-4.6668
0.12,01/06/1951,-2.62,"ME2BM5",-7.2555
0.13,01/07/1951,6.94,"ME2BM5",7.3449
0.13,01/08/1951,4.27,"ME2BM5",3.8042
0.12,01/09/1951,0.7,"ME2BM5",4.4879
0.16,01/10/1951,-2.53,"ME2BM5",-4.3052
0.11,01/11/1951,0.57,"ME2BM5",1.3201
0.12,01/12/1951,3.33,"ME2BM5",0.7391
0.15,01/01/1952,1.45,"ME2BM5",1.11
0.12,01/02/1952,-2.62,"ME2BM5",-1.8933
0.11,01/03/1952,4.44,"ME2BM5",4.8935
0.12,01/04/1952,-4.97,"ME2BM5",-3.9453
0.13,01/05/1952,3.2,"ME2BM5",3.1005
0.15,01/06/1952,3.83,"ME2BM5",4.0665
0.15,01/07/1952,0.91,"ME2BM5",-0.3307
0.15,01/08/1952,-0.76,"ME2BM5",0.0793
0.16,01/09/1952,-2.03,"ME2BM5",-1.7262
0.14,01/10/1952,-0.66,"ME2BM5",-2.4652
0.1,01/11/1952,5.94,"ME2BM5",5.8477
0.16,01/12/1952,2.93,"ME2BM5",2.5233
0.16,01/01/1953,-0.34,"ME2BM5",4.2437
0.14,01/02/1953,-0.27,"ME2BM5",1.3858
0.18,01/03/1953,-1.43,"ME2BM5",-2.0155
0.16,01/04/1953,-2.83,"ME2BM5",-1.7789
0.17,01/05/1953,0.52,"ME2BM5",0.6451
0.18,01/06/1953,-1.89,"ME2BM5",-4.9659
0.15,01/07/1953,2.4,"ME2BM5",1.3012
0.17,01/08/1953,-4.52,"ME2BM5",-6.7134
0.16,01/09/1953,0.2,"ME2BM5",-1.9808
0.13,01/10/1953,4.6,"ME2BM5",3.8357
0.08,01/11/1953,2.83,"ME2BM5",1.6935
0.13,01/12/1953,0.03,"ME2BM5",-4.3816
0.11,01/01/1954,5.13,"ME2BM5",9.8487
0.07,01/02/1954,1.67,"ME2BM5",-0.3283
0.08,01/03/1954,3.65,"ME2BM5",2.2564
0.09,01/04/1954,4.27,"ME2BM5",0.0762
0.05,01/05/1954,3.09,"ME2BM5",4.1983
0.06,01/06/1954,1.07,"ME2BM5",2.6003
0.05,01/07/1954,4.99,"ME2BM5",7.9563
0.05,01/08/1954,-2.34,"ME2BM5",-0.6671
0.09,01/09/1954,6.39,"ME2BM5",4.997
0.07,01/10/1954,-1.67,"ME2BM5",-2.8957
0.06,01/11/1954,9.38,"ME2BM5",9.1381
0.08,01/12/1954,5.48,"ME2BM5",11.2132
0.08,01/01/1955,0.6,"ME2BM5",1.5564
0.09,01/02/1955,3.02,"ME2BM5",4.9195
0.1,01/03/1955,-0.16,"ME2BM5",1.8683
0.1,01/04/1955,3.11,"ME2BM5",2.4783
0.14,01/05/1955,0.93,"ME2BM5",0.7428
0.1,01/06/1955,6.55,"ME2BM5",2.0844
0.1,01/07/1955,1.9,"ME2BM5",1.98
0.16,01/08/1955,0.21,"ME2BM5",0.7707
0.16,01/09/1955,-0.36,"ME2BM5",-0.5071
0.18,01/10/1955,-2.68,"ME2BM5",-0.2212
0.17,01/11/1955,7.03,"ME2BM5",5.7143
0.18,01/12/1955,1.49,"ME2BM5",2.0042
0.22,01/01/1956,-3.03,"ME2BM5",-1.2339
0.19,01/02/1956,3.77,"ME2BM5",2.6047
0.15,01/03/1956,6.64,"ME2BM5",5.8079
0.19,01/04/1956,0.28,"ME2BM5",0.4694
0.23,01/05/1956,-5.2,"ME2BM5",-4.2976
0.2,01/06/1956,3.48,"ME2BM5",1.6967
0.22,01/07/1956,4.84,"ME2BM5",3.8783
0.17,01/08/1956,-3.18,"ME2BM5",-2.1811
0.18,01/09/1956,-5.14,"ME2BM5",-2.1526
0.25,01/10/1956,0.52,"ME2BM5",0.0783
0.2,01/11/1956,0.36,"ME2BM5",2.7377
0.24,01/12/1956,3.16,"ME2BM5",3.439
0.27,01/01/1957,-3.58,"ME2BM5",2.3411
0.24,01/02/1957,-2.06,"ME2BM5",-1.5832
0.23,01/03/1957,2.13,"ME2BM5",3.0756
0.25,01/04/1957,4.26,"ME2BM5",4.3499
0.26,01/05/1957,3.45,"ME2BM5",2.9981
0.24,01/06/1957,-0.74,"ME2BM5",1.6355
0.3,01/07/1957,0.66,"ME2BM5",0.705
0.25,01/08/1957,-5.11,"ME2BM5",-6.0242
0.26,01/09/1957,-5.98,"ME2BM5",-6.7985
0.29,01/10/1957,-4.32,"ME2BM5",-9.1513
0.28,01/11/1957,2.3,"ME2BM5",0.6134
0.24,01/12/1957,-3.91,"ME2BM5",-6.9897
0.28,01/01/1958,4.66,"ME2BM5",13.0126
0.12,01/02/1958,-1.52,"ME2BM5",0.4238
0.09,01/03/1958,3.27,"ME2BM5",3.651
0.08,01/04/1958,3.09,"ME2BM5",4.9141
0.11,01/05/1958,2.31,"ME2BM5",5.8337
0.03,01/06/1958,2.93,"ME2BM5",3.0256
0.07,01/07/1958,4.39,"ME2BM5",7.3876
0.04,01/08/1958,1.91,"ME2BM5",4.6513
0.19,01/09/1958,4.66,"ME2BM5",8.9751
0.18,01/10/1958,2.53,"ME2BM5",4.6568
0.11,01/11/1958,3.01,"ME2BM5",5.2927
0.22,01/12/1958,5.15,"ME2BM5",3.6798
0.21,01/01/1959,0.71,"ME2BM5",5.3937
0.19,01/02/1959,0.95,"ME2BM5",3.2472
0.22,01/03/1959,0.28,"ME2BM5",3.2972
0.2,01/04/1959,3.66,"ME2BM5",1.6879
0.22,01/05/1959,1.73,"ME2BM5",1.4002
0.25,01/06/1959,-0.25,"ME2BM5",0.4554
0.25,01/07/1959,3.17,"ME2BM5",4.6166
0.19,01/08/1959,-1.39,"ME2BM5",-1.196
0.31,01/09/1959,-4.8,"ME2BM5",-4.0181
0.3,01/10/1959,1.28,"ME2BM5",1.704
0.26,01/11/1959,1.6,"ME2BM5",1.8604
0.34,01/12/1959,2.45,"ME2BM5",0.9308
0.33,01/01/1960,-6.98,"ME2BM5",-4.3054
0.29,01/02/1960,1.17,"ME2BM5",0.5196
0.35,01/03/1960,-1.63,"ME2BM5",-4.5145
0.19,01/04/1960,-1.71,"ME2BM5",-2.8588
0.27,01/05/1960,3.12,"ME2BM5",6.1317
0.24,01/06/1960,2.08,"ME2BM5",0.0506
0.13,01/07/1960,-2.37,"ME2BM5",-2.0129
0.17,01/08/1960,3.01,"ME2BM5",4.2883
0.16,01/09/1960,-5.99,"ME2BM5",-7.732
0.22,01/10/1960,-0.71,"ME2BM5",-1.1703
0.13,01/11/1960,4.69,"ME2BM5",1.8221
0.16,01/12/1960,4.71,"ME2BM5",2.5096
0.19,01/01/1961,6.2,"ME2BM5",9.4675
0.14,01/02/1961,3.57,"ME2BM5",7.7144
0.2,01/03/1961,2.89,"ME2BM5",5.9548
0.17,01/04/1961,0.29,"ME2BM5",4.773
0.18,01/05/1961,2.4,"ME2BM5",5.8016
0.2,01/06/1961,-3.08,"ME2BM5",-5.3666
0.18,01/07/1961,2.83,"ME2BM5",2.1309
0.14,01/08/1961,2.57,"ME2BM5",1.742
0.17,01/09/1961,-2.15,"ME2BM5",-1.4059
0.19,01/10/1961,2.57,"ME2BM5",1.0276
0.15,01/11/1961,4.45,"ME2BM5",5.8618
0.19,01/12/1961,-0.18,"ME2BM5",-1.2986
0.24,01/01/1962,-3.87,"ME2BM5",2.6951
0.2,01/02/1962,1.81,"ME2BM5",1.4712
0.2,01/03/1962,-0.68,"ME2BM5",-0.9511
0.22,01/04/1962,-6.59,"ME2BM5",-6.2049
0.24,01/05/1962,-8.65,"ME2BM5",-10.887
0.2,01/06/1962,-8.47,"ME2BM5",-7.4202
0.27,01/07/1962,6.28,"ME2BM5",8.6771
0.23,01/08/1962,2.13,"ME2BM5",2.2471
0.21,01/09/1962,-5.22,"ME2BM5",-7.8641
0.25,01/10/1962,-0.05,"ME2BM5",-1.0134
0.2,01/11/1962,10.87,"ME2BM5",15.6212
0.23,01/12/1962,1.01,"ME2BM5",-3.8609
0.25,01/01/1963,4.93,"ME2BM5",11.1121
0.23,01/02/1963,-2.38,"ME2BM5",-0.0876
0.23,01/03/1963,3.08,"ME2BM5",1.3122
0.25,01/04/1963,4.51,"ME2BM5",5.9906
0.24,01/05/1963,1.76,"ME2BM5",4.668
0.23,01/06/1963,-2,"ME2BM5",-1.8171
0.27,01/07/1963,-0.39,"ME2BM5",-1.1889
0.25,01/08/1963,5.07,"ME2BM5",8.2329
0.27,01/09/1963,-1.57,"ME2BM5",-2.9149
0.29,01/10/1963,2.53,"ME2BM5",3.9335
0.27,01/11/1963,-0.85,"ME2BM5",-0.1132
0.29,01/12/1963,1.83,"ME2BM5",0.1212
0.3,01/01/1964,2.24,"ME2BM5",4.2346
0.26,01/02/1964,1.54,"ME2BM5",6.1003
0.31,01/03/1964,1.41,"ME2BM5",6.1528
0.29,01/04/1964,0.1,"ME2BM5",-0.6557
0.26,01/05/1964,1.42,"ME2BM5",3.7386
0.3,01/06/1964,1.27,"ME2BM5",2.2101
0.3,01/07/1964,1.74,"ME2BM5",2.4158
0.28,01/08/1964,-1.44,"ME2BM5",-1.8459
0.28,01/09/1964,2.69,"ME2BM5",4.753
0.29,01/10/1964,0.59,"ME2BM5",1.3547
0.29,01/11/1964,0,"ME2BM5",-1.8008
0.31,01/12/1964,0.03,"ME2BM5",-1.0025
0.28,01/01/1965,3.54,"ME2BM5",6.1864
0.3,01/02/1965,0.44,"ME2BM5",3.8161
0.36,01/03/1965,-1.34,"ME2BM5",0.6605
0.31,01/04/1965,3.11,"ME2BM5",5.142
0.31,01/05/1965,-0.77,"ME2BM5",-2.1589
0.35,01/06/1965,-5.51,"ME2BM5",-8.2892
0.31,01/07/1965,1.43,"ME2BM5",4.29
0.33,01/08/1965,2.73,"ME2BM5",4.0995
0.31,01/09/1965,2.86,"ME2BM5",2.9238
0.31,01/10/1965,2.6,"ME2BM5",5.3798
0.35,01/11/1965,-0.03,"ME2BM5",4.048
0.33,01/12/1965,1.01,"ME2BM5",7.3704
0.38,01/01/1966,0.72,"ME2BM5",6.4047
0.35,01/02/1966,-1.21,"ME2BM5",3.5297
0.38,01/03/1966,-2.51,"ME2BM5",-1.557
0.34,01/04/1966,2.14,"ME2BM5",8.7953
0.41,01/05/1966,-5.66,"ME2BM5",-9.1777
0.38,01/06/1966,-1.44,"ME2BM5",0.2485
0.35,01/07/1966,-1.63,"ME2BM5",-1.6869
0.41,01/08/1966,-7.91,"ME2BM5",-10.9118
0.4,01/09/1966,-1.06,"ME2BM5",-2.0855
0.45,01/10/1966,3.86,"ME2BM5",-0.21
0.4,01/11/1966,1.4,"ME2BM5",2.6885
0.4,01/12/1966,0.13,"ME2BM5",0.6964
0.43,01/01/1967,8.15,"ME2BM5",20.4686
0.36,01/02/1967,0.78,"ME2BM5",1.6492
0.39,01/03/1967,3.99,"ME2BM5",6.2631
0.32,01/04/1967,3.89,"ME2BM5",3.3418
0.33,01/05/1967,-4.33,"ME2BM5",-3.57
0.27,01/06/1967,2.41,"ME2BM5",5.9872
0.31,01/07/1967,4.58,"ME2BM5",8.4125
0.31,01/08/1967,-0.89,"ME2BM5",1.106
0.32,01/09/1967,3.11,"ME2BM5",3.1091
0.39,01/10/1967,-3.09,"ME2BM5",-5.0654
0.36,01/11/1967,0.37,"ME2BM5",0.1165
0.33,01/12/1967,3.05,"ME2BM5",9.125
0.4,01/01/1968,-4.06,"ME2BM5",2.6246
0.39,01/02/1968,-3.75,"ME2BM5",-5.6686
0.38,01/03/1968,0.2,"ME2BM5",-0.6398
0.43,01/04/1968,9.05,"ME2BM5",12.7965
0.45,01/05/1968,2.28,"ME2BM5",7.2448
0.43,01/06/1968,0.69,"ME2BM5",0.2819
0.48,01/07/1968,-2.72,"ME2BM5",-0.2864
0.42,01/08/1968,1.34,"ME2BM5",7.0846
0.43,01/09/1968,4.03,"ME2BM5",6.2715
0.44,01/10/1968,0.42,"ME2BM5",0.948
0.42,01/11/1968,5.43,"ME2BM5",5.8823
0.43,01/12/1968,-3.94,"ME2BM5",-3.5367
0.53,01/01/1969,-1.25,"ME2BM5",0.6382
0.46,01/02/1969,-5.84,"ME2BM5",-7.4439
0.46,01/03/1969,2.64,"ME2BM5",5.4086
0.53,01/04/1969,1.46,"ME2BM5",4.6764
0.48,01/05/1969,-0.1,"ME2BM5",0.4892
0.51,01/06/1969,-7.18,"ME2BM5",-10.9428
0.53,01/07/1969,-7,"ME2BM5",-8.3724
0.5,01/08/1969,4.68,"ME2BM5",2.6711
0.62,01/09/1969,-2.98,"ME2BM5",-1.4154
0.6,01/10/1969,5.06,"ME2BM5",6.9707
0.52,01/11/1969,-3.79,"ME2BM5",-5.3212
0.64,01/12/1969,-2.63,"ME2BM5",-6.0323
0.6,01/01/1970,-8.1,"ME2BM5",-1.7957
0.62,01/02/1970,5.13,"ME2BM5",7.0575
0.57,01/03/1970,-1.06,"ME2BM5",0.6892
0.5,01/04/1970,-11,"ME2BM5",-11.1614
0.53,01/05/1970,-6.92,"ME2BM5",-8.16
0.58,01/06/1970,-5.79,"ME2BM5",-6.061
0.52,01/07/1970,6.93,"ME2BM5",7.8015
0.53,01/08/1970,4.49,"ME2BM5",4.5388
0.54,01/09/1970,4.18,"ME2BM5",9.5981
0.46,01/10/1970,-2.28,"ME2BM5",-4.412
0.46,01/11/1970,4.6,"ME2BM5",3.8469
0.42,01/12/1970,5.72,"ME2BM5",9.6823
0.38,01/01/1971,4.84,"ME2BM5",13.0817
0.33,01/02/1971,1.41,"ME2BM5",0.8875
0.3,01/03/1971,4.13,"ME2BM5",1.3875
0.28,01/04/1971,3.15,"ME2BM5",7.0302
0.29,01/05/1971,-3.98,"ME2BM5",-4.4678
0.37,01/06/1971,-0.1,"ME2BM5",-3.3626
0.4,01/07/1971,-4.5,"ME2BM5",-5.7433
0.47,01/08/1971,3.79,"ME2BM5",7.789
0.37,01/09/1971,-0.85,"ME2BM5",-2.8304
0.37,01/10/1971,-4.42,"ME2BM5",-6.6553
0.37,01/11/1971,-0.46,"ME2BM5",-2.7362
0.37,01/12/1971,8.71,"ME2BM5",12.6507
0.29,01/01/1972,2.49,"ME2BM5",11.0324
0.25,01/02/1972,2.87,"ME2BM5",4.1196
0.27,01/03/1972,0.63,"ME2BM5",-1.5953
0.29,01/04/1972,0.29,"ME2BM5",1.6854
0.3,01/05/1972,1.25,"ME2BM5",-1.454
0.29,01/06/1972,-2.43,"ME2BM5",0.7754
0.31,01/07/1972,-0.8,"ME2BM5",-3.9096
0.29,01/08/1972,3.26,"ME2BM5",4.9897
0.34,01/09/1972,-1.14,"ME2BM5",-3.3148
0.4,01/10/1972,0.52,"ME2BM5",-0.6545
0.37,01/11/1972,4.6,"ME2BM5",7.7099
0.37,01/12/1972,0.62,"ME2BM5",-2.3314
0.44,01/01/1973,-3.29,"ME2BM5",-5.8796
0.41,01/02/1973,-4.85,"ME2BM5",-5.5689
0.46,01/03/1973,-1.3,"ME2BM5",-0.153
0.52,01/04/1973,-5.68,"ME2BM5",-4.8823
0.51,01/05/1973,-2.94,"ME2BM5",-9.0866
0.51,01/06/1973,-1.56,"ME2BM5",-1.6033
0.64,01/07/1973,5.05,"ME2BM5",9.8991
0.7,01/08/1973,-3.82,"ME2BM5",-3.9994
0.68,01/09/1973,4.75,"ME2BM5",10.257
0.65,01/10/1973,-0.83,"ME2BM5",1.4504
0.56,01/11/1973,-12.75,"ME2BM5",-15.9422
0.64,01/12/1973,0.61,"ME2BM5",-0.8865
0.63,01/01/1974,-0.17,"ME2BM5",13.4621
0.58,01/02/1974,-0.47,"ME2BM5",4.1294
0.56,01/03/1974,-2.81,"ME2BM5",0.6495
0.75,01/04/1974,-5.29,"ME2BM5",-3.3809
0.75,01/05/1974,-4.68,"ME2BM5",-7.5688
0.6,01/06/1974,-2.83,"ME2BM5",-0.476
0.7,01/07/1974,-8.05,"ME2BM5",-2.7829
0.6,01/08/1974,-9.35,"ME2BM5",-5.4609
0.81,01/09/1974,-11.77,"ME2BM5",-7.1827
0.51,01/10/1974,16.1,"ME2BM5",6.4591
0.54,01/11/1974,-4.51,"ME2BM5",-6.9178
0.7,01/12/1974,-3.45,"ME2BM5",-5.7272
0.58,01/01/1975,13.66,"ME2BM5",29.7109
0.43,01/02/1975,5.56,"ME2BM5",1.9936
0.41,01/03/1975,2.66,"ME2BM5",8.2952
0.44,01/04/1975,4.23,"ME2BM5",4.1679
0.44,01/05/1975,5.19,"ME2BM5",7.8299
0.41,01/06/1975,4.83,"ME2BM5",2.8498
0.48,01/07/1975,-6.59,"ME2BM5",-4.0897
0.48,01/08/1975,-2.85,"ME2BM5",-8.3446
0.53,01/09/1975,-4.26,"ME2BM5",-4.9418
0.56,01/10/1975,5.31,"ME2BM5",4.8926
0.41,01/11/1975,2.64,"ME2BM5",3.8934
0.48,01/12/1975,-1.6,"ME2BM5",-2.0756
0.47,01/01/1976,12.16,"ME2BM5",26.7663
0.34,01/02/1976,0.32,"ME2BM5",11.5492
0.4,01/03/1976,2.32,"ME2BM5",2.3152
0.42,01/04/1976,-1.49,"ME2BM5",-1.5803
0.37,01/05/1976,-1.34,"ME2BM5",-4.3915
0.43,01/06/1976,4.05,"ME2BM5",6.2002
0.47,01/07/1976,-1.07,"ME2BM5",1.444
0.42,01/08/1976,-0.56,"ME2BM5",-1.5719
0.44,01/09/1976,2.07,"ME2BM5",2.0273
0.41,01/10/1976,-2.42,"ME2BM5",-1.1058
0.4,01/11/1976,0.36,"ME2BM5",5.096
0.4,01/12/1976,5.65,"ME2BM5",11.1847
0.36,01/01/1977,-4.05,"ME2BM5",3.3028
0.35,01/02/1977,-1.94,"ME2BM5",-1.6029
0.38,01/03/1977,-1.37,"ME2BM5",-0.5777
0.38,01/04/1977,0.15,"ME2BM5",2.8713
0.37,01/05/1977,-1.45,"ME2BM5",-1.7813
0.4,01/06/1977,4.71,"ME2BM5",8.5358
0.42,01/07/1977,-1.69,"ME2BM5",0.2573
0.44,01/08/1977,-1.75,"ME2BM5",-1.4374
0.43,01/09/1977,-0.27,"ME2BM5",-1.4283
0.49,01/10/1977,-4.38,"ME2BM5",-1.6182
0.5,01/11/1977,4,"ME2BM5",8.2614
0.49,01/12/1977,0.27,"ME2BM5",1.6271
0.49,01/01/1978,-6.01,"ME2BM5",-2.4221
0.46,01/02/1978,-1.38,"ME2BM5",0.5483
0.53,01/03/1978,2.85,"ME2BM5",7.6156
0.54,01/04/1978,7.88,"ME2BM5",6.5555
0.51,01/05/1978,1.76,"ME2BM5",5.4
0.54,01/06/1978,-1.69,"ME2BM5",-0.133
0.56,01/07/1978,5.11,"ME2BM5",7.1185
0.56,01/08/1978,3.75,"ME2BM5",9.6188
0.62,01/09/1978,-1.43,"ME2BM5",-1.767
0.68,01/10/1978,-11.91,"ME2BM5",-19.2451
0.7,01/11/1978,2.71,"ME2BM5",6.154
0.78,01/12/1978,0.88,"ME2BM5",1.8446
0.77,01/01/1979,4.23,"ME2BM5",10.3916
0.73,01/02/1979,-3.56,"ME2BM5",-2.3815
0.81,01/03/1979,5.68,"ME2BM5",8.2869
0.8,01/04/1979,-0.06,"ME2BM5",2.0247
0.82,01/05/1979,-2.21,"ME2BM5",-0.7213
0.81,01/06/1979,3.85,"ME2BM5",8.7978
0.77,01/07/1979,0.82,"ME2BM5",3.632
0.77,01/08/1979,5.53,"ME2BM5",7.2523
0.83,01/09/1979,-0.82,"ME2BM5",-1.8003
0.87,01/10/1979,-8.1,"ME2BM5",-11.4903
0.99,01/11/1979,5.21,"ME2BM5",7.4093
0.95,01/12/1979,1.79,"ME2BM5",5.097
0.8,01/01/1980,5.51,"ME2BM5",9.1895
0.89,01/02/1980,-1.22,"ME2BM5",-1.0687
1.21,01/03/1980,-12.9,"ME2BM5",-17.5078
1.26,01/04/1980,3.97,"ME2BM5",3.5798
0.81,01/05/1980,5.26,"ME2BM5",10.1036
0.61,01/06/1980,3.06,"ME2BM5",2.0801
0.53,01/07/1980,6.49,"ME2BM5",7.5114
0.64,01/08/1980,1.8,"ME2BM5",3.7604
0.75,01/09/1980,2.19,"ME2BM5",0.8958
0.95,01/10/1980,1.06,"ME2BM5",1.0056
0.96,01/11/1980,9.59,"ME2BM5",3.3574
1.31,01/12/1980,-4.52,"ME2BM5",-0.762
1.04,01/01/1981,-5.04,"ME2BM5",3.3516
1.07,01/02/1981,0.57,"ME2BM5",3.7843
1.21,01/03/1981,3.56,"ME2BM5",7.6062
1.08,01/04/1981,-2.11,"ME2BM5",3.7851
1.15,01/05/1981,0.11,"ME2BM5",2.3235
1.35,01/06/1981,-2.36,"ME2BM5",1.8235
1.24,01/07/1981,-1.54,"ME2BM5",-1.9831
1.28,01/08/1981,-7.04,"ME2BM5",-5.6208
1.24,01/09/1981,-7.17,"ME2BM5",-5.5553
1.21,01/10/1981,4.92,"ME2BM5",6.0791
1.07,01/11/1981,3.36,"ME2BM5",5.5714
0.87,01/12/1981,-3.65,"ME2BM5",-1.6236
0.8,01/01/1982,-3.24,"ME2BM5",0.2414
0.92,01/02/1982,-5.86,"ME2BM5",-0.4991
0.98,01/03/1982,-1.87,"ME2BM5",1.8519
1.13,01/04/1982,3.27,"ME2BM5",4.1959
1.06,01/05/1982,-3.99,"ME2BM5",-1.9871
0.96,01/06/1982,-3.09,"ME2BM5",-1.2855
1.05,01/07/1982,-3.19,"ME2BM5",-1.0635
0.76,01/08/1982,11.14,"ME2BM5",8.4353
0.51,01/09/1982,1.29,"ME2BM5",5.7699
0.59,01/10/1982,11.3,"ME2BM5",11.3826
0.63,01/11/1982,4.67,"ME2BM5",8.5679
0.67,01/12/1982,0.55,"ME2BM5",0.9128
0.69,01/01/1983,3.6,"ME2BM5",4.793
0.62,01/02/1983,2.59,"ME2BM5",5.3273
0.63,01/03/1983,2.82,"ME2BM5",4.8527
0.71,01/04/1983,6.67,"ME2BM5",7.8202
0.69,01/05/1983,0.52,"ME2BM5",5.3469
0.67,01/06/1983,3.07,"ME2BM5",3.875
0.74,01/07/1983,-4.07,"ME2BM5",0.9573
0.76,01/08/1983,-0.5,"ME2BM5",0.7474
0.76,01/09/1983,0.91,"ME2BM5",3.6417
0.76,01/10/1983,-3.44,"ME2BM5",-3.0701
0.7,01/11/1983,2.16,"ME2BM5",4.8035
0.73,01/12/1983,-1.78,"ME2BM5",0.0103
0.76,01/01/1984,-1.92,"ME2BM5",3.684
0.71,01/02/1984,-4.82,"ME2BM5",-3.8951
0.73,01/03/1984,0.63,"ME2BM5",1.9506
0.81,01/04/1984,-0.51,"ME2BM5",-1.1554
0.78,01/05/1984,-5.97,"ME2BM5",-4.1257
0.75,01/06/1984,1.82,"ME2BM5",1.127
0.82,01/07/1984,-2.74,"ME2BM5",-3.6762
0.83,01/08/1984,10.28,"ME2BM5",10.3092
0.86,01/09/1984,-0.8,"ME2BM5",3.2234
1,01/10/1984,-0.84,"ME2BM5",0.9995
0.73,01/11/1984,-1.76,"ME2BM5",1.2457
0.64,01/12/1984,1.84,"ME2BM5",2.5667
0.65,01/01/1985,7.99,"ME2BM5",8.7143
0.58,01/02/1985,1.22,"ME2BM5",0.9396
0.62,01/03/1985,-0.84,"ME2BM5",3.0903
0.72,01/04/1985,-0.96,"ME2BM5",0.7462
0.66,01/05/1985,5.09,"ME2BM5",2.9322
0.55,01/06/1985,1.27,"ME2BM5",3.4848
0.62,01/07/1985,-0.74,"ME2BM5",0.3738
0.55,01/08/1985,-1.02,"ME2BM5",0.2396
0.6,01/09/1985,-4.54,"ME2BM5",-5.5082
0.65,01/10/1985,4.02,"ME2BM5",2.8155
0.61,01/11/1985,6.48,"ME2BM5",6.4363
0.65,01/12/1985,3.88,"ME2BM5",0.3317
0.56,01/01/1986,0.65,"ME2BM5",2.6045
0.53,01/02/1986,7.13,"ME2BM5",3.909
0.6,01/03/1986,4.88,"ME2BM5",6.3723
0.52,01/04/1986,-1.31,"ME2BM5",-1.9457
0.49,01/05/1986,4.62,"ME2BM5",2.964
0.52,01/06/1986,1.03,"ME2BM5",2.418
0.52,01/07/1986,-6.45,"ME2BM5",-7.0962
0.46,01/08/1986,6.07,"ME2BM5",4.8314
0.45,01/09/1986,-8.6,"ME2BM5",-5.8824
0.46,01/10/1986,4.66,"ME2BM5",1.5952
0.39,01/11/1986,1.17,"ME2BM5",-0.0555
0.49,01/12/1986,-3.27,"ME2BM5",0.6178
0.42,01/01/1987,12.47,"ME2BM5",10.8506
0.43,01/02/1987,4.39,"ME2BM5",5.4887
0.47,01/03/1987,1.64,"ME2BM5",3.5013
0.44,01/04/1987,-2.11,"ME2BM5",-4.8716
0.38,01/05/1987,0.11,"ME2BM5",0.5999
0.48,01/06/1987,3.94,"ME2BM5",4.1808
0.46,01/07/1987,3.85,"ME2BM5",5.7354
0.47,01/08/1987,3.52,"ME2BM5",3.9462
0.45,01/09/1987,-2.59,"ME2BM5",-2.6031
0.6,01/10/1987,-23.24,"ME2BM5",-28.8371
0.35,01/11/1987,-7.77,"ME2BM5",-2.8318
0.39,01/12/1987,6.81,"ME2BM5",5.0731
0.29,01/01/1988,4.21,"ME2BM5",6.9161
0.46,01/02/1988,4.75,"ME2BM5",7.9055
0.44,01/03/1988,-2.27,"ME2BM5",4.5506
0.46,01/04/1988,0.56,"ME2BM5",2.4355
0.51,01/05/1988,-0.29,"ME2BM5",-0.8763
0.49,01/06/1988,4.79,"ME2BM5",8.5654
0.51,01/07/1988,-1.25,"ME2BM5",1.1728
0.59,01/08/1988,-3.31,"ME2BM5",-1.5824
0.62,01/09/1988,3.3,"ME2BM5",2.8839
0.61,01/10/1988,1.15,"ME2BM5",-0.5844
